dist_bin_center,viability_mean,viability_sem,abeta_mean,n_total
0.9428090415820632,0.0,0.0,54.88182299999998,20
2.82842712474619,0.0,0.0,16.115692000000003,160
4.714045207910316,0.0,0.0,7.462536666666668,240
6.599663291074442,0.0,0.0,3.5766587083333334,480
8.48528137423857,0.0,0.0,1.806291541666667,480
10.370899457402697,0.0,0.0,1.00271,560
12.256517540566822,0.0,0.0,0.5419321250000001,800
14.142135623730947,0.14494800000000002,0.0013345692262812148,0.28619267499999995,800
16.027753706895076,0.4134064772727273,0.0017393221766741056,0.15694013636363638,880
17.9133717900592,0.5676651785714286,0.0014737389957581195,0.083110875,1120
19.798989873223327,0.653747890625,0.0012149055227091794,0.041393953125000015,1280
21.684607956387453,0.69699625,0.0011642257665931486,0.0211249,1200
23.57022603955158,0.71882625,0.0010674798700801426,0.011458562499999998,1600
25.455844122715707,0.7276860576923077,0.0013492958479043948,0.006398999999999999,1040
27.341462205879836,0.73576921875,0.0022864957067378253,0.0031309375,640
29.22708028904396,0.7391390277777777,0.0026907249941138488,0.0013850833333333332,720
31.112698372208087,0.73187125,0.0035751843527386438,0.0006304999999999998,240
32.99831645537222,0.7446966666666668,0.0036508229966175578,0.0003784166666666666,240
